"","Start DateTime","Region","System","Activity","End DateTime Diff","Capacity","Network Traffic","End DateTime"
"1005",2016-08-27 18:57:07,"Americas","Email","Update",27497,0.3,"Medium",2016-08-28 02:35:24
"1006",2016-03-26 13:05:05,"Asia","Email","Update",22215,0.4,"High",2016-03-26 19:15:20
"1007",2016-06-17 17:46:30,"Americas","Custom Application","Update",29136,0.6,"Medium",2016-06-18 01:52:06
"1008",2016-10-23 02:20:39,"Americas","Email","Update",26937,0.5,"Medium",2016-10-23 09:49:36
"1009",2016-11-02 04:57:31,"Europe","Server","Update",24866,0.6,"High",2016-11-02 11:51:57
"1010",2016-05-02 04:11:37,"Americas","Custom Application","Update",26028,0.5,"Medium",2016-05-02 11:25:25
"1011",2016-04-18 05:43:59,"Americas","Server","Update",21426,0.6,"High",2016-04-18 11:41:05
"1012",2016-08-03 22:11:59,"Americas","Custom Application","Update",19989,0.5,"High",2016-08-04 03:45:08
"1013",2016-02-16 17:45:17,"Asia","Email","Security Test",26768,0.4,"Medium",2016-02-17 01:11:25
"1014",2016-05-06 14:51:48,"Asia","Email","Update",30757,0.4,"Low",2016-05-06 23:24:25
"1015",2016-03-02 01:54:05,"Africa","Network","Install",31134,0.3,"Low",2016-03-02 10:32:59
"1016",2016-04-09 16:57:57,"Americas","Custom Application","Install",27309,0.4,"Medium",2016-04-10 00:33:06
"1017",2016-08-10 13:06:47,"Americas","Email","Service Down",29240,0.7,"Medium",2016-08-10 21:14:07
"1018",2016-10-12 17:34:23,"Americas","Email","Service Down",22849,0.5,"High",2016-10-12 23:55:12
"1019",2016-09-09 14:46:14,"Americas","Custom Application","Update",23227,0.5,"High",2016-09-09 21:13:21
"1020",2016-03-20 02:21:48,"Americas","Custom Application","Install",26869,0.6,"Medium",2016-03-20 09:49:37
"1021",2016-10-05 16:19:15,"Europe","Custom Application","Service Down",30963,0.7,"Medium",2016-10-06 00:55:18
"1022",2016-02-20 14:54:14,"Asia","Email","Update",28657,0.6,"Medium",2016-02-20 22:51:51
"1023",2016-03-08 14:32:57,"Asia","Email","Update",28929,0.5,"Medium",2016-03-08 22:35:06
"1024",2017-01-08 11:34:47,"Europe","Server","New Release",24236,0.8,"High",2017-01-08 18:18:43
"1025",2016-12-10 04:09:16,"Americas","Network","Update",27915,0.4,"Medium",2016-12-10 11:54:31
"1026",2016-10-13 14:27:55,"Europe","Data Center","Update",23550,0.8,"High",2016-10-13 21:00:25
"1027",2016-07-31 08:48:20,"Americas","Server","Update",24056,0.7,"High",2016-07-31 15:29:16
"1028",2016-07-20 17:23:48,"Americas","Server","Service Down",28307,0.8,"Medium",2016-07-21 01:15:35
"1029",2016-08-05 02:02:23,"Americas","Custom Application","Install",23623,0.3,"Medium",2016-08-05 08:36:06
"1030",2016-04-12 08:52:12,"Americas","Email","Install",28033,0.4,"Medium",2016-04-12 16:39:25
"1031",2016-07-03 07:08:54,"Americas","Email","Update",25712,0.5,"Medium",2016-07-03 14:17:26
"1032",2016-05-31 12:36:57,"Americas","Email","Install",29752,0.1,"Low",2016-05-31 20:52:49
"1033",2016-04-08 23:59:17,"Asia","Email","Update",25677,0.5,"Medium",2016-04-09 07:07:14
"1034",2016-11-17 06:39:25,"Europe","Server","Service Down",23550,0.7,"High",2016-11-17 13:11:55
"1035",2016-01-27 15:59:03,"Asia","Custom Application","Update",30863,0.6,"Medium",2016-01-28 00:33:26
"1036",2016-11-29 20:28:31,"Europe","Custom Application","Update",20967,0.4,"High",2016-11-30 02:17:58
"1037",2016-09-23 07:20:39,"Americas","Email","Update",21465,0.3,"High",2016-09-23 13:18:24
"1038",2016-07-25 11:57:13,"Americas","Custom Application","Update",24503,0.7,"Medium",2016-07-25 18:45:36
"1039",2016-11-11 14:57:40,"Europe","Custom Application","Service Down",26481,0.6,"Medium",2016-11-11 22:19:01
"1040",2016-02-21 19:00:13,"Asia","Server","Update",28044,0.9,"Medium",2016-02-22 02:47:37
"1041",2016-02-02 00:27:54,"Asia","Email","Install",31043,0.4,"Low",2016-02-02 09:05:17
"1042",2016-10-30 04:01:38,"Americas","Custom Application","Update",20220,0.5,"High",2016-10-30 09:38:38
"1043",2016-11-15 15:36:13,"Americas","Custom Application","Service Down",26047,0.8,"Medium",2016-11-15 22:50:20
"1044",2016-02-22 05:39:18,"Asia","Custom Application","Install",29170,0.5,"Medium",2016-02-22 13:45:28
"1045",2016-05-14 15:39:47,"Americas","Custom Application","Update",26741,0.6,"Medium",2016-05-14 23:05:28
"1046",2016-05-10 15:40:33,"Asia","Email","Update",24065,0.5,"Medium",2016-05-10 22:21:38
"1047",2016-11-30 22:49:23,"Europe","Custom Application","Service Down",29275,0.7,"Medium",2016-12-01 06:57:18
"1048",2016-05-13 18:20:29,"Asia","Network","Update",30996,0.3,"Low",2016-05-14 02:57:05
"1049",2016-01-27 05:50:23,"Asia","Email","Install",32563,0.4,"Low",2016-01-27 14:53:06
"1050",2016-11-12 02:55:25,"Europe","Server","Service Down",25723,0.7,"Medium",2016-11-12 10:04:08
"1051",2016-08-11 11:05:59,"Americas","Email","Install",26513,0.3,"Medium",2016-08-11 18:27:52
"1052",2016-08-28 01:35:35,"Americas","Email","Update",32383,0.5,"Low",2016-08-28 10:35:18
"1053",2016-06-02 23:57:52,"Americas","Custom Application","Install",24303,0.6,"Medium",2016-06-03 06:42:55
"1054",2016-09-21 02:49:47,"Americas","Email","Install",27925,0.4,"Medium",2016-09-21 10:35:12
"1055",2016-12-24 21:42:04,"Europe","Server","Service Down",20967,0.6,"High",2016-12-25 03:31:31
"1056",2016-03-19 23:49:35,"Asia","Email","Install",24139,0.3,"Medium",2016-03-20 06:31:54
"1057",2016-09-01 02:34:10,"Americas","Email","Update",25911,0.5,"Medium",2016-09-01 09:46:01
"1058",2016-11-04 12:02:32,"Europe","Custom Application","Install",22845,0.4,"High",2016-11-04 18:23:17
"1059",2016-06-19 09:53:57,"Americas","Email","Update",30846,0.6,"Medium",2016-06-19 18:28:03
"1060",2016-01-22 00:47:18,"Asia","Email","Install",28446,0.3,"Medium",2016-01-22 08:41:24
"1061",2016-02-23 03:45:24,"Asia","Custom Application","Update",26478,0.7,"Medium",2016-02-23 11:06:42
"1062",2016-08-06 09:30:58,"Americas","Custom Application","Update",24825,0.4,"Medium",2016-08-06 16:24:43
"1063",2016-12-19 13:08:20,"Europe","Custom Application","Service Down",27810,0.6,"Medium",2016-12-19 20:51:50
"1064",2016-02-14 03:49:52,"Americas","Custom Application","Update",26354,0.6,"Medium",2016-02-14 11:09:06
"1065",2016-12-18 18:43:26,"Europe","Email","Service Down",24027,0.4,"Medium",2016-12-19 01:23:53
"1066",2016-05-05 15:39:02,"Americas","Custom Application","Update",28729,0.6,"Medium",2016-05-05 23:37:51
"1067",2016-05-15 05:50:28,"Americas","Email","Service Down",28058,0.5,"Medium",2016-05-15 13:38:06
"1068",2016-01-25 09:13:56,"Africa","Network","Install",26107,0.4,"Medium",2016-01-25 16:29:03
"1069",2016-02-15 05:48:18,"Asia","Custom Application","Install",26348,0.5,"Medium",2016-02-15 13:07:26
"1070",2016-08-14 13:03:23,"Asia","SaaS Application","Update",24238,0.2,"Medium",2016-08-14 19:47:21
"1071",2016-09-18 21:23:07,"Americas","Email","Update",30210,0.5,"Medium",2016-09-19 05:46:37
"1072",2016-08-29 20:33:15,"Americas","Custom Application","Update",28743,0.7,"Medium",2016-08-30 04:32:18
"1073",2016-10-25 22:32:48,"Americas","Custom Application","Update",22150,0.4,"High",2016-10-26 04:41:58
"1074",2016-08-26 13:04:00,"Americas","Email","Update",30731,0.6,"Low",2016-08-26 21:36:11
"1075",2017-01-08 22:39:26,"Australia","Server","Update",23663,0.6,"High",2017-01-09 05:13:49
"1076",2016-11-12 19:34:33,"Americas","Email","Update",23521,0.4,"Medium",2016-11-13 02:06:34
"1077",2016-11-09 20:28:56,"Europe","Server","Service Down",23216,0.7,"High",2016-11-10 02:55:52
"1078",2016-02-26 10:41:30,"Asia","Email","Install",28855,0.4,"Medium",2016-02-26 18:42:25
"1079",2016-05-13 19:07:53,"Asia","Email","Service Down",27245,0.6,"Medium",2016-05-14 02:41:58
"1080",2016-11-22 04:42:13,"Europe","Custom Application","Service Down",27802,0.5,"Medium",2016-11-22 12:25:35
"1081",2016-12-30 09:35:12,"Australia","Server","Service Down",23834,0.7,"High",2016-12-30 16:12:26
"1082",2016-05-21 10:37:29,"Americas","Email","Update",27875,0.5,"Medium",2016-05-21 18:22:04
"1083",2016-07-17 13:24:47,"Americas","Custom Application","Service Down",31770,0.7,"Medium",2016-07-17 22:14:17
"1084",2016-05-11 02:14:40,"Africa","Network","Update",25030,0.5,"Medium",2016-05-11 09:11:50
"1085",2016-08-19 06:49:28,"Americas","Email","Update",26727,0.5,"Medium",2016-08-19 14:14:55
"1086",2016-06-04 07:06:17,"Asia","Email","Update",28076,0.6,"Medium",2016-06-04 14:54:13
"1087",2016-05-06 07:23:50,"Americas","Custom Application","Update",27295,0.7,"Medium",2016-05-06 14:58:45
"1088",2017-01-09 05:10:54,"Europe","Custom Application","Update",27999,0.7,"Medium",2017-01-09 12:57:33
"1089",2016-06-14 16:09:39,"Americas","Email","Update",24656,0.4,"Medium",2016-06-14 23:00:35
"1090",2016-06-04 06:22:12,"Asia","Custom Application","Update",19830,0.6,"High",2016-06-04 11:52:42
"1091",2016-01-26 20:44:18,"Asia","Network","Install",29403,0.2,"Low",2016-01-27 04:54:21
"1092",2016-09-29 21:02:18,"Europe","Server","Update",19991,0.6,"High",2016-09-30 02:35:29
"1093",2016-06-12 04:08:15,"Americas","Custom Application","Update",27841,0.6,"Medium",2016-06-12 11:52:16
"1094",2016-08-16 13:52:52,"Americas","Email","Update",27662,0.4,"Medium",2016-08-16 21:33:54
"1095",2016-10-31 10:19:32,"Europe","Custom Application","Service Down",26567,0.6,"Medium",2016-10-31 17:42:19
"1096",2016-03-15 21:58:03,"Asia","Email","Install",24142,0.4,"Medium",2016-03-16 04:40:25
"1097",2016-06-28 15:32:27,"Americas","Custom Application","Install",28865,0.6,"Medium",2016-06-28 23:33:32
"1098",2016-12-21 16:32:00,"Americas","Email","Update",21901,0.4,"High",2016-12-21 22:37:01
"1099",2016-12-05 06:00:16,"Americas","Email","Service Down",29628,0.5,"Medium",2016-12-05 14:14:04
"1100",2016-01-31 18:53:03,"Africa","Network","Install",24786,0.3,"Medium",2016-02-01 01:46:09
"1101",2016-03-05 16:29:19,"Americas","Custom Application","Install",23799,0.5,"High",2016-03-05 23:05:58
"1102",2016-03-20 06:25:26,"Americas","Email","Install",23261,0.3,"Medium",2016-03-20 12:53:07
"1103",2016-08-13 17:38:31,"Americas","Custom Application","Service Down",26251,0.5,"Medium",2016-08-14 00:56:02
"1104",2016-03-07 21:28:21,"Americas","Custom Application","Install",22137,0.4,"High",2016-03-08 03:37:18
"1105",2016-02-19 16:13:37,"Americas","Server","Install",26490,0.7,"Medium",2016-02-19 23:35:07
"1106",2016-01-29 15:44:19,"Asia","Server","Install",21440,0.7,"High",2016-01-29 21:41:39
"1107",2017-01-12 17:33:26,"Europe","Custom Application","Update",23858,0.5,"Medium",2017-01-13 00:11:04
"1108",2016-06-23 12:01:52,"Asia","Email","Install",24383,0.4,"Medium",2016-06-23 18:48:15
"1109",2016-01-27 19:44:12,"Africa","Network","Install",29132,0.3,"Medium",2016-01-28 03:49:44
"1110",2016-04-18 00:02:54,"Americas","Custom Application","Service Down",24685,0.6,"High",2016-04-18 06:54:19
"1111",2016-10-29 05:03:44,"Americas","Email","Update",28737,0.5,"Medium",2016-10-29 13:02:41
"1112",2016-09-07 09:12:35,"Americas","Custom Application","Service Down",26580,0.5,"Medium",2016-09-07 16:35:35
"1113",2016-02-21 08:37:50,"Asia","Network","Install",24896,0.3,"Medium",2016-02-21 15:32:46
"1114",2016-03-22 10:50:45,"Asia","SaaS Application","Update",30792,0.2,"Low",2016-03-22 19:23:57
"1115",2016-10-25 22:13:18,"Americas","Email","Service Down",24231,0.5,"Medium",2016-10-26 04:57:09
"1116",2016-12-11 09:16:31,"Australia","Custom Application","Update",24286,0.4,"Medium",2016-12-11 16:01:17
"1117",2016-08-07 16:35:41,"Americas","Custom Application","Update",26862,0.6,"Medium",2016-08-08 00:03:23
"1118",2016-09-17 15:58:06,"Europe","Custom Application","Update",24064,0.5,"Medium",2016-09-17 22:39:10
"1119",2016-09-16 02:29:44,"Europe","Custom Application","Update",26598,0.6,"Medium",2016-09-16 09:53:02
"1120",2016-09-04 17:26:04,"Europe","Custom Application","Update",25979,0.6,"Medium",2016-09-05 00:39:03
"1121",2016-05-22 12:41:36,"Asia","Email","Update",24223,0.4,"Medium",2016-05-22 19:25:19
"1122",2016-12-01 21:09:21,"Europe","Custom Application","Install",24861,0.4,"Medium",2016-12-02 04:03:42
"1123",2016-12-12 08:11:38,"Americas","Email","Service Down",23658,0.5,"Medium",2016-12-12 14:45:56
"1124",2016-10-11 21:43:34,"Americas","Network","Install",28306,0.2,"Medium",2016-10-12 05:35:20
"1125",2016-03-14 03:30:10,"Asia","Custom Application","Install",27563,0.6,"Medium",2016-03-14 11:09:33
"1126",2016-04-18 08:24:17,"Asia","Custom Application","Update",24266,0.6,"Medium",2016-04-18 15:08:43
"1127",2016-06-02 11:46:51,"Americas","Email","Update",27993,0.5,"Medium",2016-06-02 19:33:24
"1128",2016-08-10 20:16:37,"Europe","Custom Application","Service Down",28240,0.7,"Medium",2016-08-11 04:07:17
"1129",2016-09-24 00:24:58,"Europe","Custom Application","Update",25214,0.5,"Medium",2016-09-24 07:25:12
"1130",2016-02-06 22:35:24,"Americas","Server","Install",24563,0.6,"High",2016-02-07 05:24:47
"1131",2016-06-11 22:38:54,"Americas","Email","Update",26041,0.4,"Medium",2016-06-12 05:52:55
"1132",2016-08-02 22:05:10,"Americas","Custom Application","Service Down",24950,0.6,"High",2016-08-03 05:01:00
"1133",2016-07-12 15:48:25,"Americas","Custom Application","Update",26093,0.5,"Medium",2016-07-12 23:03:18
"1134",2016-09-30 06:05:53,"Americas","Email","Update",26679,0.5,"Medium",2016-09-30 13:30:32
"1135",2016-04-20 21:00:37,"Americas","Custom Application","Update",26259,0.6,"Medium",2016-04-21 04:18:16
"1136",2016-10-23 14:53:41,"Americas","Custom Application","Service Down",24244,0.5,"Medium",2016-10-23 21:37:45
"1137",2016-08-01 13:40:50,"Americas","Email","Install",23037,0.4,"Medium",2016-08-01 20:04:47
"1138",2016-06-15 06:04:27,"Americas","Email","Security Test",26655,0.2,"Medium",2016-06-15 13:28:42
"1139",2016-03-05 20:05:33,"Americas","Custom Application","Install",28805,0.5,"Medium",2016-03-06 04:05:38
"1140",2016-09-08 13:23:14,"Americas","Email","Install",26188,0.4,"Medium",2016-09-08 20:39:42
"1141",2016-04-11 01:03:14,"Africa","SaaS Application","Install",29674,0.1,"Low",2016-04-11 09:17:48
"1142",2016-07-23 00:10:07,"Europe","Server","Update",23707,0.6,"High",2016-07-23 06:45:14
"1143",2017-01-16 03:17:16,"Europe","Email","Service Down",24954,0.4,"Medium",2017-01-16 10:13:10
"1144",2016-09-30 02:59:00,"Americas","Email","Update",23659,0.3,"Medium",2016-09-30 09:33:19
"1145",2016-12-16 21:28:01,"Americas","Email","Service Down",26754,0.4,"Medium",2016-12-17 04:53:55
"1146",2016-06-19 03:05:34,"Americas","Custom Application","Service Down",25162,0.5,"Medium",2016-06-19 10:04:56
"1147",2016-07-23 08:16:25,"Asia","Email","Update",29313,0.5,"Medium",2016-07-23 16:24:58
"1148",2016-02-08 12:53:25,"Asia","Custom Application","Install",24830,0.5,"Medium",2016-02-08 19:47:15
"1149",2016-02-26 17:04:22,"Asia","Email","Service Down",29762,0.5,"Medium",2016-02-27 01:20:24
"1150",2016-08-06 11:21:11,"Europe","Server","Update",22825,0.7,"High",2016-08-06 17:41:36
"1151",2016-12-09 01:03:43,"Americas","Email","Service Down",25856,0.5,"Medium",2016-12-09 08:14:39
"1152",2016-08-16 09:01:55,"Americas","Custom Application","Service Down",25942,0.6,"Medium",2016-08-16 16:14:17
"1153",2016-07-19 12:34:24,"Americas","Email","Update",30380,0.5,"Medium",2016-07-19 21:00:44
"1154",2016-02-09 21:33:51,"Asia","Email","Update",31245,0.4,"Low",2016-02-10 06:14:36
"1155",2016-12-05 23:21:46,"Americas","Custom Application","Service Down",24690,0.6,"Medium",2016-12-06 06:13:16
"1156",2016-03-07 22:12:56,"Asia","Custom Application","Update",22952,0.5,"High",2016-03-08 04:35:28
"1157",2016-02-21 03:58:49,"Asia","Custom Application","Update",29521,0.6,"Medium",2016-02-21 12:10:50
"1158",2016-06-26 22:55:37,"Americas","Custom Application","Update",26962,0.6,"Medium",2016-06-27 06:24:59
"1159",2016-04-30 21:27:47,"Americas","Email","Update",27577,0.4,"Medium",2016-05-01 05:07:24
"1160",2016-11-07 22:15:03,"Americas","Email","Install",25723,0.4,"Medium",2016-11-08 05:23:46
"1161",2016-08-08 19:36:42,"Americas","Email","Update",27979,0.5,"Medium",2016-08-09 03:23:01
"1162",2016-09-05 09:10:52,"Europe","Custom Application","Update",23196,0.6,"High",2016-09-05 15:37:28
"1163",2016-07-20 12:03:37,"Asia","Network","Update",32569,0.4,"Low",2016-07-20 21:06:26
"1164",2016-04-24 13:15:05,"Asia","Custom Application","Service Down",28039,0.7,"Medium",2016-04-24 21:02:24
"1165",2016-03-31 16:43:14,"Americas","Server","Update",29397,0.8,"Medium",2016-04-01 00:53:11
"1166",2016-04-16 09:13:58,"Americas","Server","Install",25735,0.7,"Medium",2016-04-16 16:22:53
"1167",2016-08-19 11:12:16,"Europe","Custom Application","Update",27985,0.6,"Medium",2016-08-19 18:58:41
"1168",2016-08-30 01:48:56,"Europe","Server","Update",24994,0.7,"Medium",2016-08-30 08:45:30
"1169",2016-12-16 23:36:26,"Europe","Server","Update",23856,0.5,"High",2016-12-17 06:14:02
"1170",2016-04-14 12:12:26,"Asia","Email","Service Down",31744,0.6,"Medium",2016-04-14 21:01:30
"1171",2016-10-25 22:41:37,"Europe","Custom Application","Update",25622,0.4,"Medium",2016-10-26 05:48:39
"1172",2016-07-19 13:56:22,"Americas","Email","Install",25890,0.5,"Medium",2016-07-19 21:07:52
"1173",2016-02-06 13:51:48,"Asia","Email","Update",26502,0.4,"Medium",2016-02-06 21:13:30
"1174",2016-06-01 21:54:59,"Europe","Server","Update",25789,0.8,"High",2016-06-02 05:04:48
"1175",2016-07-25 04:38:11,"Americas","Email","Install",23588,0.4,"Medium",2016-07-25 11:11:19
"1176",2016-09-21 14:16:02,"Europe","Custom Application","Service Down",24378,0.6,"High",2016-09-21 21:02:20
"1177",2016-02-01 05:15:55,"Asia","Custom Application","Install",27428,0.6,"Medium",2016-02-01 12:53:03
"1178",2016-02-19 22:12:39,"Asia","Email","Install",27159,0.2,"Medium",2016-02-20 05:45:18
"1179",2016-03-17 23:01:51,"Asia","Email","Update",25482,0.5,"Medium",2016-03-18 06:06:33
"1180",2016-10-15 01:43:54,"Americas","Custom Application","Update",20560,0.4,"High",2016-10-15 07:26:34
"1181",2016-07-02 20:10:44,"Europe","Server","Service Down",25599,0.7,"High",2016-07-03 03:17:23
"1182",2016-02-17 19:03:06,"Asia","Email","Install",26355,0.3,"Medium",2016-02-18 02:22:21
"1183",2016-11-14 09:28:00,"Europe","Custom Application","Install",26313,0.4,"Medium",2016-11-14 16:46:33
"1184",2016-05-02 04:19:16,"Asia","Email","Update",26348,0.4,"Medium",2016-05-02 11:38:24
"1185",2016-07-21 23:36:22,"Americas","Email","Update",27332,0.4,"Medium",2016-07-22 07:11:54
"1186",2016-07-13 14:01:33,"Americas","Custom Application","Update",30724,0.7,"Medium",2016-07-13 22:33:37
"1187",2016-11-16 20:55:59,"Americas","Network","Update",24280,0.1,"Medium",2016-11-17 03:40:39
"1188",2016-04-18 13:51:54,"Americas","Server","Update",26103,0.7,"Medium",2016-04-18 21:06:57
"1189",2016-03-01 15:18:48,"Americas","Custom Application","Update",23492,0.6,"High",2016-03-01 21:50:20
"1190",2016-09-25 08:04:44,"Americas","Email","Update",28826,0.4,"Medium",2016-09-25 16:05:10
"1191",2016-01-24 10:52:41,"Asia","Email","Security Test",34410,0.4,"Low",2016-01-24 20:26:11
"1192",2016-05-25 10:22:55,"Americas","Custom Application","Install",25937,0.4,"Medium",2016-05-25 17:35:12
"1193",2016-08-21 19:02:27,"Europe","Server","Service Down",25375,0.8,"High",2016-08-22 02:05:22
"1194",2016-07-24 21:38:30,"Americas","Custom Application","Update",26554,0.6,"Medium",2016-07-25 05:01:04
"1195",2016-10-29 11:16:46,"Americas","Email","Update",26310,0.4,"Medium",2016-10-29 18:35:16
"1196",2016-04-20 08:27:17,"Americas","Server","Update",23183,0.8,"High",2016-04-20 14:53:40
"1197",2017-01-06 08:12:30,"Europe","Custom Application","Service Down",22729,0.5,"High",2017-01-06 14:31:19
"1198",2016-06-29 23:35:20,"Europe","Server","Update",25883,0.6,"Medium",2016-06-30 06:46:43
"1199",2016-11-05 12:12:58,"Americas","Custom Application","Service Down",24585,0.6,"Medium",2016-11-05 19:02:43
"1200",2017-01-17 10:27:43,"Australia","Server","Service Down",20005,0.6,"High",2017-01-17 16:01:08
"1201",2016-10-01 12:08:49,"Europe","Custom Application","Update",28247,0.5,"Medium",2016-10-01 19:59:36
"1202",2016-05-24 13:52:14,"Europe","Server","Update",25875,0.6,"Medium",2016-05-24 21:03:29
"1203",2016-08-01 08:19:36,"Americas","Email","Service Down",28258,0.5,"Medium",2016-08-01 16:10:34
"1204",2016-12-18 22:32:09,"Europe","Custom Application","Service Down",22842,0.6,"High",2016-12-19 04:52:51
"1205",2016-12-09 00:44:34,"Europe","Custom Application","Service Down",27705,0.7,"Medium",2016-12-09 08:26:19
"1206",2016-10-10 08:56:51,"Americas","Network","Update",28989,0.3,"Medium",2016-10-10 17:00:00
"1207",2016-11-16 15:42:30,"Americas","Email","Service Down",28513,0.3,"Medium",2016-11-16 23:37:43
"1208",2016-10-07 16:06:45,"Americas","Custom Application","Service Down",23409,0.7,"High",2016-10-07 22:36:54
"1209",2016-03-17 11:57:56,"Asia","Email","Install",31210,0.4,"Low",2016-03-17 20:38:06
"1210",2016-10-28 21:31:28,"Americas","Email","Update",25051,0.4,"Medium",2016-10-29 04:28:59
"1211",2016-09-21 20:19:30,"Europe","Custom Application","Update",26774,0.6,"Medium",2016-09-22 03:45:44
"1212",2016-04-22 04:09:56,"Asia","Email","Install",20898,0.3,"High",2016-04-22 09:58:14
"1213",2016-04-01 09:37:23,"Americas","Custom Application","Update",30247,0.6,"Medium",2016-04-01 18:01:30
"1214",2016-01-24 18:14:17,"Asia","Custom Application","Install",26863,0.4,"Medium",2016-01-25 01:42:00
"1215",2016-11-27 15:27:30,"Europe","Custom Application","Update",25196,0.6,"Medium",2016-11-27 22:27:26
"1216",2016-04-28 09:35:58,"Asia","Custom Application","Service Down",25418,0.7,"Medium",2016-04-28 16:39:36
"1217",2016-08-11 06:17:06,"Europe","Data Center","Service Down",23991,0.9,"High",2016-08-11 12:56:57
"1218",2016-04-08 12:51:12,"Americas","Custom Application","Update",28026,0.5,"Medium",2016-04-08 20:38:18
"1219",2016-11-20 05:32:13,"Americas","Network","Service Down",27344,0.4,"Medium",2016-11-20 13:07:57
"1220",2016-10-19 00:15:34,"Asia","Network","Install",26319,0.2,"Medium",2016-10-19 07:34:13
"1221",2016-04-30 17:59:15,"Americas","Custom Application","Update",29394,0.5,"Medium",2016-05-01 02:09:09
"1222",2016-11-12 15:43:40,"Americas","Email","Update",29440,0.4,"Medium",2016-11-12 23:54:20
"1223",2016-09-13 13:17:26,"Europe","Server","Service Down",21716,0.6,"High",2016-09-13 19:19:22
"1224",2016-09-02 03:15:51,"Asia","Network","Service Down",31322,0.4,"Low",2016-09-02 11:57:53
"1225",2016-07-03 10:45:27,"Americas","Custom Application","Service Down",23099,0.4,"High",2016-07-03 17:10:26
"1226",2016-08-06 10:15:08,"Americas","Custom Application","Service Down",31703,0.7,"Medium",2016-08-06 19:03:31
"1227",2016-12-04 04:23:11,"Europe","Server","Update",26655,0.7,"Medium",2016-12-04 11:47:26
"1228",2016-03-12 12:47:22,"Asia","Email","Update",27033,0.5,"Medium",2016-03-12 20:17:55
"1229",2016-03-17 11:10:44,"Asia","Email","Install",27092,0.4,"Medium",2016-03-17 18:42:16
"1230",2016-11-23 22:22:48,"Europe","Server","Service Down",22661,0.7,"High",2016-11-24 04:40:29
"1231",2016-04-27 15:06:30,"Americas","Custom Application","Update",23344,0.6,"High",2016-04-27 21:35:34
"1232",2016-07-28 06:07:32,"Asia","Network","Update",25501,0.3,"Medium",2016-07-28 13:12:33
"1233",2016-11-20 02:58:31,"Americas","Email","Update",24265,0.4,"Medium",2016-11-20 09:42:56
"1234",2016-04-18 18:08:44,"Africa","SaaS Application","Update",32238,0.3,"Low",2016-04-19 03:06:02
"1235",2016-12-23 19:19:39,"Europe","Email","Update",27347,0.3,"Medium",2016-12-24 02:55:26
"1236",2016-04-27 21:44:20,"Americas","Custom Application","Update",28063,0.5,"Medium",2016-04-28 05:32:03
"1237",2016-05-28 06:43:58,"Asia","Email","Install",24050,0.3,"Medium",2016-05-28 13:24:48
"1238",2016-06-08 08:09:23,"Americas","Custom Application","Service Down",23266,0.6,"High",2016-06-08 14:37:09
"1239",2016-09-18 03:30:50,"Europe","Server","Update",24116,0.8,"High",2016-09-18 10:12:46
"1240",2016-12-11 20:24:06,"Americas","Email","Update",23249,0.3,"Medium",2016-12-12 02:51:35
"1241",2016-10-02 03:34:57,"Americas","Network","Update",27721,0.1,"Medium",2016-10-02 11:16:58
"1242",2016-03-08 05:20:59,"Asia","Email","Install",25528,0.5,"Medium",2016-03-08 12:26:27
"1243",2016-05-19 12:18:52,"Americas","Email","Install",24790,0.3,"Medium",2016-05-19 19:12:02
"1244",2016-04-25 10:13:41,"Asia","Email","Update",28218,0.6,"Medium",2016-04-25 18:03:59
"1245",2016-11-05 01:30:17,"Asia","Network","Service Down",27959,0.4,"Medium",2016-11-05 09:16:16
"1246",2016-06-04 15:39:53,"Americas","Custom Application","Update",27138,0.6,"Medium",2016-06-04 23:12:11
"1247",2016-07-10 15:21:07,"Americas","Email","Update",28657,0.5,"Medium",2016-07-10 23:18:44
"1248",2016-05-22 06:39:27,"Americas","Custom Application","Service Down",28017,0.7,"Medium",2016-05-22 14:26:24
"1249",2016-07-23 07:56:10,"Americas","Network","Update",27208,0.3,"Medium",2016-07-23 15:29:38
"1250",2016-02-25 03:26:14,"Asia","Custom Application","Install",25750,0.7,"Medium",2016-02-25 10:35:24
"1251",2016-04-16 21:11:48,"Asia","Email","Update",26110,0.4,"Medium",2016-04-17 04:26:58
"1252",2016-10-16 17:31:28,"Americas","Email","Install",26913,0.3,"Medium",2016-10-17 01:00:01
"1253",2016-06-08 16:50:16,"Europe","Server","Service Down",25702,0.6,"High",2016-06-08 23:58:38
"1254",2016-10-29 19:21:32,"Europe","Custom Application","Service Down",26393,0.5,"Medium",2016-10-30 02:41:25
"1255",2016-09-09 14:23:31,"Americas","Email","Update",20187,0.3,"High",2016-09-09 19:59:58
"1256",2017-01-01 09:11:03,"Australia","Server","Update",23161,0.5,"High",2017-01-01 15:37:04
"1257",2016-05-13 09:30:09,"Americas","Custom Application","Service Down",28587,0.6,"Medium",2016-05-13 17:26:36
"1258",2016-03-16 19:27:16,"Asia","Email","Install",25350,0.4,"Medium",2016-03-17 02:29:46
"1259",2016-02-17 19:10:15,"Americas","Custom Application","Security Test",24336,0.4,"Medium",2016-02-18 01:55:51
"1260",2016-07-25 13:54:36,"Americas","Custom Application","Service Down",25315,0.6,"Medium",2016-07-25 20:56:31
"1261",2016-02-24 20:52:58,"Americas","Server","Update",25566,0.6,"Medium",2016-02-25 03:59:04
