Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
1672,9/11/2016 12:00:00 AM,Lower Manhattan Hospital,8,35,10,28
1673,9/12/2016 12:00:00 AM,Lower Manhattan Hospital,9,37,7,18
1674,9/13/2016 12:00:00 AM,Lower Manhattan Hospital,23,44,15,24
1675,9/14/2016 12:00:00 AM,Lower Manhattan Hospital,24,87,16,39
1676,9/15/2016 12:00:00 AM,Lower Manhattan Hospital,10,34,4,15
1677,9/16/2016 12:00:00 AM,Lower Manhattan Hospital,38,38,9,29
1678,9/17/2016 12:00:00 AM,Lower Manhattan Hospital,59,34,10,19
1679,9/18/2016 12:00:00 AM,Lower Manhattan Hospital,26,31,12,34
1680,9/19/2016 12:00:00 AM,Lower Manhattan Hospital,35,25,11,28
1681,9/20/2016 12:00:00 AM,Lower Manhattan Hospital,7,34,12,32
1682,9/21/2016 12:00:00 AM,Lower Manhattan Hospital,6,46,13,35
1683,9/22/2016 12:00:00 AM,Lower Manhattan Hospital,47,54,12,31
1684,9/23/2016 12:00:00 AM,Lower Manhattan Hospital,10,93,21,49
1685,9/24/2016 12:00:00 AM,Lower Manhattan Hospital,56,31,6,15
1686,9/25/2016 12:00:00 AM,Lower Manhattan Hospital,9,33,5,18
1687,9/26/2016 12:00:00 AM,Lower Manhattan Hospital,57,44,10,21
1688,9/27/2016 12:00:00 AM,Lower Manhattan Hospital,31,39,11,31
1689,9/28/2016 12:00:00 AM,Lower Manhattan Hospital,41,30,13,34
1690,9/29/2016 12:00:00 AM,Lower Manhattan Hospital,5,29,11,22
1691,9/30/2016 12:00:00 AM,Lower Manhattan Hospital,8,23,8,22
1692,10/1/2016 12:00:00 AM,Lower Manhattan Hospital,42,22,3,13
1693,10/2/2016 12:00:00 AM,Lower Manhattan Hospital,13,17,7,27
1694,10/3/2016 12:00:00 AM,Lower Manhattan Hospital,61,29,16,52
1695,10/4/2016 12:00:00 AM,Lower Manhattan Hospital,28,28,10,30
1696,10/5/2016 12:00:00 AM,Lower Manhattan Hospital,2,31,12,27
1697,10/6/2016 12:00:00 AM,Lower Manhattan Hospital,1,41,21,41
1698,10/7/2016 12:00:00 AM,Lower Manhattan Hospital,45,48,23,47
1699,10/8/2016 12:00:00 AM,Lower Manhattan Hospital,0,26,12,36
1700,10/9/2016 12:00:00 AM,Lower Manhattan Hospital,27,21,6,16
1701,10/10/2016 12:00:00 AM,Lower Manhattan Hospital,4,31,5,19
1702,10/11/2016 12:00:00 AM,Lower Manhattan Hospital,27,27,9,25
1703,10/12/2016 12:00:00 AM,Lower Manhattan Hospital,35,32,12,35
1704,10/13/2016 12:00:00 AM,Lower Manhattan Hospital,25,23,16,38
1705,10/14/2016 12:00:00 AM,Lower Manhattan Hospital,53,28,7,21
1706,10/15/2016 12:00:00 AM,Lower Manhattan Hospital,29,39,8,22
1707,10/16/2016 12:00:00 AM,Lower Manhattan Hospital,20,40,13,33
1708,10/17/2016 12:00:00 AM,Lower Manhattan Hospital,2,45,22,58
1709,10/18/2016 12:00:00 AM,Lower Manhattan Hospital,11,43,30,63
1710,10/19/2016 12:00:00 AM,Lower Manhattan Hospital,20,40,15,39
1711,10/20/2016 12:00:00 AM,Lower Manhattan Hospital,50,33,26,63
1712,10/21/2016 12:00:00 AM,Lower Manhattan Hospital,36,23,NA,37
1713,10/22/2016 12:00:00 AM,Lower Manhattan Hospital,9,23,3,15
1714,10/23/2016 12:00:00 AM,Lower Manhattan Hospital,52,31,6,24
1715,10/24/2016 12:00:00 AM,Lower Manhattan Hospital,23,32,9,32
1716,10/25/2016 12:00:00 AM,Lower Manhattan Hospital,27,25,6,32
1717,10/26/2016 12:00:00 AM,Lower Manhattan Hospital,4,27,9,19
1718,10/27/2016 12:00:00 AM,Lower Manhattan Hospital,4,33,7,27
1719,10/28/2016 12:00:00 AM,Lower Manhattan Hospital,11,24,5,20
1720,10/29/2016 12:00:00 AM,Lower Manhattan Hospital,30,32,13,36
1721,10/30/2016 12:00:00 AM,Lower Manhattan Hospital,64,39,17,56
1722,10/31/2016 12:00:00 AM,Lower Manhattan Hospital,36,26,5,20
1723,11/1/2016 12:00:00 AM,Lower Manhattan Hospital,43,31,12,39
1724,11/2/2016 12:00:00 AM,Lower Manhattan Hospital,38,21,23,52
1725,11/3/2016 12:00:00 AM,Lower Manhattan Hospital,43,30,28,60
1726,11/4/2016 12:00:00 AM,Lower Manhattan Hospital,4,31,6,24
1727,11/5/2016 12:00:00 AM,Lower Manhattan Hospital,13,29,9,34
1728,11/6/2016 12:00:00 AM,Lower Manhattan Hospital,50,28,6,26
1729,11/7/2016 12:00:00 AM,Lower Manhattan Hospital,35,23,7,29
1730,11/8/2016 12:00:00 AM,Lower Manhattan Hospital,31,24,19,47
1731,11/9/2016 12:00:00 AM,Lower Manhattan Hospital,8,19,16,56
1732,11/10/2016 12:00:00 AM,Lower Manhattan Hospital,46,26,6,24
1733,11/11/2016 12:00:00 AM,Lower Manhattan Hospital,43,31,9,31
1734,11/12/2016 12:00:00 AM,Lower Manhattan Hospital,24,32,6,25
1735,11/13/2016 12:00:00 AM,Lower Manhattan Hospital,16,36,9,45
1736,11/14/2016 12:00:00 AM,Lower Manhattan Hospital,2,26,20,53
1737,11/15/2016 12:00:00 AM,Lower Manhattan Hospital,9,26,10,41
1738,11/16/2016 12:00:00 AM,Lower Manhattan Hospital,21,33,17,53
1739,11/17/2016 12:00:00 AM,Lower Manhattan Hospital,3,31,15,54
1740,11/18/2016 12:00:00 AM,Lower Manhattan Hospital,26,22,14,62
1741,11/19/2016 12:00:00 AM,Lower Manhattan Hospital,4,29,15,45
1742,11/20/2016 12:00:00 AM,Lower Manhattan Hospital,7,39,NA,18
1743,11/21/2016 12:00:00 AM,Lower Manhattan Hospital,21,35,2,23
1744,11/22/2016 12:00:00 AM,Lower Manhattan Hospital,18,31,3,33
1745,11/23/2016 12:00:00 AM,Lower Manhattan Hospital,3,31,6,33
1746,11/24/2016 12:00:00 AM,Lower Manhattan Hospital,8,20,9,40
1747,11/25/2016 12:00:00 AM,Lower Manhattan Hospital,4,7,27,70
1748,11/26/2016 12:00:00 AM,Lower Manhattan Hospital,2,19,10,42
1749,11/27/2016 12:00:00 AM,Lower Manhattan Hospital,26,35,4,29
1750,11/28/2016 12:00:00 AM,Lower Manhattan Hospital,8,31,14,45
1751,11/29/2016 12:00:00 AM,Lower Manhattan Hospital,26,33,12,37
1752,11/30/2016 12:00:00 AM,Lower Manhattan Hospital,21,24,15,49
1753,12/1/2016 12:00:00 AM,Lower Manhattan Hospital,20,24,6,27
1754,12/2/2016 12:00:00 AM,Lower Manhattan Hospital,0,23,5,35
1755,12/3/2016 12:00:00 AM,Lower Manhattan Hospital,12,42,4,31
1756,12/4/2016 12:00:00 AM,Lower Manhattan Hospital,25,39,4,36
1757,12/5/2016 12:00:00 AM,Lower Manhattan Hospital,24,19,8,41
1758,12/6/2016 12:00:00 AM,Lower Manhattan Hospital,10,25,9,44
1759,12/7/2016 12:00:00 AM,Lower Manhattan Hospital,4,15,9,59
1760,12/8/2016 12:00:00 AM,Lower Manhattan Hospital,30,26,13,58
1761,12/9/2016 12:00:00 AM,Lower Manhattan Hospital,20,31,7,35
1762,12/10/2016 12:00:00 AM,Lower Manhattan Hospital,22,29,7,42
1763,12/11/2016 12:00:00 AM,Lower Manhattan Hospital,1,19,12,38
1764,12/12/2016 12:00:00 AM,Lower Manhattan Hospital,6,17,13,52
1765,12/13/2016 12:00:00 AM,Lower Manhattan Hospital,14,17,16,54
1766,12/14/2016 12:00:00 AM,Lower Manhattan Hospital,4,26,17,51
1767,12/15/2016 12:00:00 AM,Lower Manhattan Hospital,30,31,9,45
1768,12/16/2016 12:00:00 AM,Lower Manhattan Hospital,4,24,14,49
1769,12/17/2016 12:00:00 AM,Lower Manhattan Hospital,23,9,13,49
1770,12/18/2016 12:00:00 AM,Lower Manhattan Hospital,26,30,11,57
1771,12/19/2016 12:00:00 AM,Lower Manhattan Hospital,27,33,5,38
1772,12/20/2016 12:00:00 AM,Lower Manhattan Hospital,0,20,17,43
1773,12/21/2016 12:00:00 AM,Lower Manhattan Hospital,10,13,24,62
1774,12/22/2016 12:00:00 AM,Lower Manhattan Hospital,16,23,21,57
1775,12/23/2016 12:00:00 AM,Lower Manhattan Hospital,25,29,13,50
1776,12/24/2016 12:00:00 AM,Lower Manhattan Hospital,3,25,14,53
1777,12/25/2016 12:00:00 AM,Lower Manhattan Hospital,4,31,6,49
1778,12/26/2016 12:00:00 AM,Lower Manhattan Hospital,3,27,9,41
1779,12/27/2016 12:00:00 AM,Lower Manhattan Hospital,1,27,NA,44
1780,12/28/2016 12:00:00 AM,Lower Manhattan Hospital,9,25,NA,42
1781,12/29/2016 12:00:00 AM,Lower Manhattan Hospital,3,22,11,44
1782,12/30/2016 12:00:00 AM,Lower Manhattan Hospital,13,25,6,45
1783,12/31/2016 12:00:00 AM,Lower Manhattan Hospital,10,29,9,42
1784,1/1/2017 12:00:00 AM,Lower Manhattan Hospital,9,31,10,59
1785,1/2/2017 12:00:00 AM,Lower Manhattan Hospital,7,27,11,57
1786,1/3/2017 12:00:00 AM,Lower Manhattan Hospital,10,28,4,43
1787,1/4/2017 12:00:00 AM,Lower Manhattan Hospital,22,30,9,46
1788,1/5/2017 12:00:00 AM,Lower Manhattan Hospital,11,29,10,49
1789,1/6/2017 12:00:00 AM,Lower Manhattan Hospital,10,29,13,52
1790,1/7/2017 12:00:00 AM,Lower Manhattan Hospital,4,27,10,53
1791,1/8/2017 12:00:00 AM,Lower Manhattan Hospital,6,31,9,54
1792,1/9/2017 12:00:00 AM,Lower Manhattan Hospital,15,19,14,50
1793,1/10/2017 12:00:00 AM,Lower Manhattan Hospital,28,26,19,53
1794,1/11/2017 12:00:00 AM,Lower Manhattan Hospital,9,20,17,52
1795,1/12/2017 12:00:00 AM,Lower Manhattan Hospital,5,24,15,56
1796,1/13/2017 12:00:00 AM,Lower Manhattan Hospital,5,35,9,44
1797,1/14/2017 12:00:00 AM,Lower Manhattan Hospital,9,29,9,44
1798,1/15/2017 12:00:00 AM,Lower Manhattan Hospital,18,30,16,52
1799,1/16/2017 12:00:00 AM,Lower Manhattan Hospital,1,19,28,59
1800,1/17/2017 12:00:00 AM,Lower Manhattan Hospital,14,24,33,74
1801,1/18/2017 12:00:00 AM,Lower Manhattan Hospital,5,26,6,53
1802,1/19/2017 12:00:00 AM,Lower Manhattan Hospital,28,21,8,50
1803,1/20/2017 12:00:00 AM,Lower Manhattan Hospital,30,20,12,56
1804,1/21/2017 12:00:00 AM,Lower Manhattan Hospital,11,8,22,63
1805,1/22/2017 12:00:00 AM,Lower Manhattan Hospital,4,23,20,62
1806,1/23/2017 12:00:00 AM,Lower Manhattan Hospital,25,33,6,38
1807,1/24/2017 12:00:00 AM,Lower Manhattan Hospital,16,31,2,31
1808,1/25/2017 12:00:00 AM,Lower Manhattan Hospital,1,29,9,39
1809,1/26/2017 12:00:00 AM,Lower Manhattan Hospital,1,21,12,59
1810,1/27/2017 12:00:00 AM,Lower Manhattan Hospital,30,23,5,39
1811,1/28/2017 12:00:00 AM,Lower Manhattan Hospital,13,25,5,37
1812,1/29/2017 12:00:00 AM,Lower Manhattan Hospital,15,32,9,49
1813,1/30/2017 12:00:00 AM,Lower Manhattan Hospital,7,34,7,35
1814,1/31/2017 12:00:00 AM,Lower Manhattan Hospital,34,27,11,62
1815,2/1/2017 12:00:00 AM,Lower Manhattan Hospital,6,31,14,41
1816,2/2/2017 12:00:00 AM,Lower Manhattan Hospital,11,33,10,37
1817,2/3/2017 12:00:00 AM,Lower Manhattan Hospital,3,34,12,44
1818,2/4/2017 12:00:00 AM,Lower Manhattan Hospital,9,36,10,43
1819,2/5/2017 12:00:00 AM,Lower Manhattan Hospital,12,31,18,52
1820,2/6/2017 12:00:00 AM,Lower Manhattan Hospital,3,35,19,55
1821,2/7/2017 12:00:00 AM,Lower Manhattan Hospital,14,23,24,68
1822,2/8/2017 12:00:00 AM,Lower Manhattan Hospital,9,28,21,58
1823,2/9/2017 12:00:00 AM,Lower Manhattan Hospital,0,35,5,34
1824,2/10/2017 12:00:00 AM,Lower Manhattan Hospital,3,35,10,38
1825,2/11/2017 12:00:00 AM,Lower Manhattan Hospital,1,19,28,62
1826,2/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,34,13,54
1827,2/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,26,6,41
1828,2/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,19,16,62
1829,2/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,35,15,52
1830,2/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,26,9,45
1831,2/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,20,35,10,31
1832,2/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,28,13,43
1833,2/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,35,13,59
1834,2/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,33,8,52
1835,2/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,32,6,30
1836,2/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,33,5,55
1837,2/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,30,5,33
1838,2/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,31,NA,42
1839,2/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,30,35,3,32
1840,2/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,27,35,6,51
1841,2/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,37,14,59
1842,2/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,33,15,50
1843,3/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,40,12,41
1844,3/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,34,10,54
1845,3/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,33,6,34
1846,3/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,32,13,43
1847,3/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,35,8,36
1848,3/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,38,10,47
1849,3/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,31,29,65
1850,3/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,35,38,76
1851,3/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,31,51,82
1852,3/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,44,28,68
1853,3/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,31,7,20
1854,3/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,26,9,26
1855,3/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,39,12,35
1856,3/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,35,10,23
1857,3/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,0,33,6,42
1858,3/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,29,21,44
1859,3/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,39,12,29
1860,3/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,37,6,38
1861,3/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,37,3,23
1862,3/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,40,7,23
1863,3/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,40,8,27
1864,3/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,42,13,31
1865,3/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,58,20,55
1866,3/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,42,19,53
1867,3/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,42,25,55
1868,3/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,35,6,21
1869,3/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,39,9,22
1870,3/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,25,40,4,21
1871,3/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,44,2,24
1872,3/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,44,13,33
1873,3/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,49,26,49
1874,4/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,45,14,48
1875,4/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,16,37,8,23
1876,4/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,40,3,25
1877,4/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,31,8,46
1878,4/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,40,9,32
1879,4/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,46,13,24
1880,4/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,19,43,12,25
1881,4/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,38,5,37
1882,4/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,36,8,41
1883,4/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,40,9,27
1884,4/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,44,22,44
1885,4/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,36,13,37
1886,4/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,39,7,25
1887,4/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,19,39,8,30
1888,4/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,42,8,32
1889,4/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,27,46,6,27
1890,4/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,50,12,38
1891,4/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,74,21,42
1892,4/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,51,17,30
1893,4/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,49,9,17
1894,4/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,71,22,52
1895,4/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,74,36,86
1896,4/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,19,39,11,31
1897,4/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,47,6,21
1898,4/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,47,17,44
1899,4/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,33,19,44
1900,4/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,35,11,19
1901,4/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,45,11,22
1902,4/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,43,13,23
1903,4/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,27,48,10,22
1904,5/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,38,5,14
1905,5/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,31,19,47
1906,5/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,29,7,19
1907,5/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,28,5,14
1908,5/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,29,4,21
1909,5/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,28,6,17
1910,5/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,25,7,19
1911,5/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,37,8,21
1912,5/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,30,47,14,40
1913,5/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,35,10,21
1914,5/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,44,18,48
1915,5/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,30,97,26,54
1916,5/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,34,24,69
1917,5/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,49,11,61
1918,5/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,30,3,27
1919,5/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,41,8,47
1920,5/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,20,38,14,64
1921,5/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,42,10,59
1922,5/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,45,16,65
1923,5/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,48,12,28
1924,5/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,44,16,34
1925,5/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,48,9,22
1926,5/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,58,15,31
1927,5/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,38,12,39
1928,5/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,151,24,66
1929,5/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,133,28,67
1930,5/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,38,101,39,74
1931,5/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,112,26,58
1932,5/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,74,13,34
1933,5/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,31,37,NA,19
1934,5/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,34,64,NA,34
1935,6/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,54,15,41
1936,6/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,41,44,13,33
1937,6/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,24,14,37
1938,6/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,20,71,18,50
1939,6/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,28,35,3,18
1940,6/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,19,71,8,26
1941,6/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,71,11,37
1942,6/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,28,5,17
1943,6/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,47,42,8,12
1944,6/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,42,7,16
1945,6/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,101,20,55
1946,6/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,46,15,34
1947,6/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,29,3,27
1948,6/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,40,6,23
1949,6/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,87,12,38
1950,6/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,44,21,54
1951,6/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,50,16,36
1952,6/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,84,11,32
1953,6/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,84,16,35
1954,6/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,71,18,39
1955,6/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,90,15,42
1956,6/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,54,15,45
1957,6/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,64,25,57
1958,6/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,43,87,20,55
1959,6/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,36,77,14,37
1960,6/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,115,15,45
1961,6/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,49,18,47
1962,6/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,32,36,11,41
1963,6/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,54,10,30
1964,6/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,58,12,27
1965,7/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,44,15,33
1966,7/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,28,32,9,20
1967,7/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,44,11,29
1968,7/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,64,18,50
1969,7/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,29,44,NA,22
1970,7/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,115,16,52
1971,7/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,80,23,57
1972,7/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,34,50,17,46
1973,7/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,23,10,17
1974,7/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,34,4,12
1975,7/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,42,6,12
1976,7/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,36,67,11,28
1977,7/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,44,14,27
1978,7/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,49,19,65
1979,7/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,115,19,53
1980,7/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,31,90,14,38
1981,7/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,19,101,12,44
1982,7/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,90,16,47
1983,7/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,36,10,23
1984,7/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,35,44,11,24
1985,7/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,43,122,20,40
1986,7/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,140,23,77
1987,7/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,51,14,60
1988,7/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,64,13,58
1989,7/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,100,20,62
1990,7/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,44,11,27
1991,7/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,74,13,32
1992,7/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,101,23,61
1993,7/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,108,15,52
1994,7/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,34,80,19,61
1995,7/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,33,38,12,56
1996,8/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,38,10,43
1997,8/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,34,27,9,41
1998,8/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,38,10,39
1999,8/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,35,44,13,32
2000,8/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,61,16,30
2001,8/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,47,12,34
2002,8/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,37,7,19
2003,8/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,49,10,35
2004,8/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,43,90,15,39
2005,8/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,36,16,35
2006,8/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,84,19,45
