skill,Cloud Computing,Accelerated Project Results,Analytics and business intelligence,Application Modernization,Big Data,Collaboration technologies workflow,CRM,DevOps,ERP Applications,IT department leadership in innovation.using new technology,Mobile technologies,Security,Virtualization,Web 2.0,Augmented Reality,Wearable Computing,3D Printing,Personal Cloud,Digital Banking,Smart Cities,Telematics,Internet of Things,Desktop Applications Specialist,Leadership,Technical Analyst,Desktop Security Specialist,Network Engineer,Project Management,Database Specialist,Legacy Programmer,Systems Engineer,Web Developer
layar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcdui,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldap,0,0,0,0,0,0,0,0,0,0,0,0.014596671,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0,0.090909091,0.020408163,0,0,0.001250782,0.285714286,0.004672897
leader,0.013793103,0.005747126,0.011142061,0.051724138,0.020242915,0.00152439,0.000958773,0.072727273,0.018181818,0.049586777,0.002713704,0.000256082,0.013824885,0.021276596,0.002564103,0.130434783,0.142857143,0.133333333,0,0,0.063492063,0.173913043,0,0,0,0,0,0,0,0,0,0
leadership_ability,0.006896552,0.002873563,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leadership_experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0
leadership_role,0.004597701,0.005747126,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leadership_skills,0.004597701,0.00862069,0.011142061,0,0,0,0,0.127272727,0,0.016528926,0.000339213,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_business,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_business_process,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_software_service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_software_service_saas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_teams,0,0,0.005571031,0.051724138,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lean,0.004597701,0.022988506,0.002785515,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legacy,0,0,0,0.362068966,0,0.006097561,0,0,0.036363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legacy_modernization,0,0,0,0.137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libvirt,0,0,0,0,0,0,0,0,0,0,0,0,0.138248848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lifecycle_associated_processes,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liferay,0,0,0,0,0,0.036585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liferay-6,0,0,0,0,0,0.028963415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
life_cycle,0.013793103,0.011494253,0.011142061,0.120689655,0.016194332,0.004573171,0.000958773,0.018181818,0.072727273,0.049586777,0.001356852,0.000256082,0,0.021276596,0,0.043478261,0.142857143,0,0,0.047619048,0.031746032,0,0.022491349,0.212871287,0.03125,0.545454545,0.020408163,0.085972851,0.044444444,0.020637899,0.040816327,0.028037383
lightbox,0,0,0,0,0,0,0,0,0,0,0.003052917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighttpd,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linq,0,0,0,0,0,0,0.019175455,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0.006920415,0.014851485,0.03125,0,0,0,0.066666667,0.005628518,0,0.098130841
linq-to-sql,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linux,0.055172414,0,0,0.155172414,0.012145749,0.007621951,0,0.872727273,0,0,0.007462687,0.083226633,0.460829493,0.106382979,0.005128205,0.086956522,0.142857143,0.333333333,0,0,0.031746032,0.043478261,0.01349481,0.004950495,0.0125,0.181818182,0.036734694,0.004524887,0.013333333,0.00900555,0.395918368,0.009345794
linux-kernel,0,0,0,0,0,0,0,0,0,0,0,0.004865557,0.119815668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listbox,0,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listview,0,0,0,0,0,0,0,0,0,0,0,0,0.046082949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
load-balancing,0.03908046,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local-storage,0,0,0,0,0,0,0,0,0,0,0,0.004353393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
login-script,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logistics,0.004597701,0,0,0.017241379,0,0,0,0,0.054545455,0.016528926,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0.001730104,0.01980198,0,0,0.010204082,0.013574661,0.011111111,0.005941214,0,0.009345794
lotus-domino,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltpa,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lua,0,0,0,0,0,0,0,0,0,0,0.004409769,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucene,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwuit,0,0,0,0,0,0,0,0,0,0,0.006105834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxc,0,0,0,0,0,0,0,0,0,0,0,0,0.036866359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machine-learning,0,0,0.013927577,0,0.044534413,0,0,0.054545455,0,0,0,0,0,0,0.002564103,0.304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macros,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magento,0,0,0,0,0,0,0.005752637,0,0.145454545,0,0.006445047,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magnetometer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mainframe,0.002298851,0,0,0.379310345,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0.00782666,0.007779349,0.049107143,0.034632035,0.000971817,0.002370179,0.01058201,0.006700616,0.002915452,0.001780151
maintenance,0,0,0,0,0,0,0,0.145454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014994233,0.02310231,0,0.181818182,0.068027211,0.010558069,0.081481481,0.007296227,0.034013605,0.004672897
malware-detection,0,0,0,0,0,0,0,0,0,0,0,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
management_business,0.002298851,0,0.002785515,0,0.004048583,0,0,0,0,0.008264463,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
management_communication_skills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
management_crm,0,0,0,0,0,0,0.003835091,0,0,0,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
management_experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.047619048,0.086956522,0.024653979,0.137376238,0.03125,0.204545455,0.051020408,0.088235294,0.055555556,0.01985616,0.010204082,0.021028038
management_skills,0.27816092,0.212643678,0.167130919,1,0.072874494,0.06554878,0.048897411,0.636363636,0.672727273,1,0.01119403,0.007426376,0.110599078,0.468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_direct,0.004597701,0,0,0,0,0,0.000958773,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112676056,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_multiple,0.002298851,0.005747126,0,0,0,0,0,0,0,0.008264463,0.000339213,0,0.004608295,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_relationships_successfully,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_team,0.004597701,0,0,0,0,0.00152439,0,0,0,0.016528926,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage_time,0.004597701,0,0,0,0,0,0.000958773,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manufacturing,0.006896552,0.002873563,0.002785515,0,0,0,0.003835091,0,0.054545455,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0.00432526,0.050742574,0.1640625,0.022727273,0,0.255656109,0.027777778,0.007973636,0.005102041,0.005841122
mapreduce,0.045977011,0,0.013927577,0,0.319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marketing,0.057471264,0.00862069,0.055710306,0,0.004048583,0,0.020134228,0.218181818,0.036363636,0.20661157,0.000339213,0,0.004608295,0.085106383,0,0,0.142857143,0,0,0.047619048,0.015873016,0.043478261,0.005536332,0.038613861,0,0.036363636,0,0.009954751,0.004444444,0.003502189,0.008163265,0.001869159
marketing_experience,0.004597701,0,0,0,0,0,0.000958773,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marketplace_create_scalable_service,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
market_research,0.011494253,0,0,0,0,0,0,0,0,0.041322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marmalade,0,0,0,0,0,0,0,0,0,0,0.002713704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
math,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mathematics,0,0,0.008356546,0.017241379,0.012145749,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0.012975779,0.012376238,0.015625,0.136363637,0.020408164,0.009049774,0.011111111,0.006566604,0.010204082,0.05140187
matlab,0,0,0,0,0.048582996,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matrix,0.006896552,0,0.002785515,0,0,0.00304878,0,0,0,0.024793388,0.000339213,0,0,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matter_experts,0.002298851,0,0,0.017241379,0.008097166,0.00304878,0,0,0,0.008264463,0,0.000512164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maven,0,0,0,0.034482759,0.004048583,0,0,0.072727273,0,0,0,0.003841229,0,0.042553191,0,0,0,0.133333333,0,0,0.063492063,0,0,0,0,0,0,0,0,0,0,0
mcrypt,0,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
md5,0,0,0,0,0,0,0,0,0,0,0,0.024071703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdm,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdx,0,0,0.105849582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0.260869565,0.857142857,0,0,0,0.031746032,0.086956522,0.001730104,0.004950495,0.03125,0.181818182,0,0,0.022222222,0.001876173,0,0
mediawiki,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium-trust,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcached,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memory-management,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentor,0.009195402,0.011494253,0.002785515,0.103448276,0.004048583,0,0,0,0,0.033057851,0.000678426,0,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercurial,0,0,0,0,0,0.097560976,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messaging,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003460208,0.004950495,0,0.181818182,0.102040816,0.004524887,0,0.003126954,0,0
metasploit,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meteor,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methodologies_experience,0.002298851,0,0,0.051724138,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metrics,0,0,0.04735376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016435986,0.146039604,0.046875,0.318181818,0.010204082,0.052036199,0.044444445,0.016885358,0,0.007009346
mgwt,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft-metro,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft_office,0.002298851,0,0,0.051724138,0,0,0.000958773,0,0.036363636,0.008264463,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middleware,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
midlet,0,0,0,0,0,0,0,0,0,0,0.005427408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
midp,0,0,0,0,0,0,0,0,0,0,0.005427408,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
migration,0,0,0.005571031,0.293103448,0.004048583,0,0.001917546,0,0,0,0,0,0.013824885,0,0,0,0,0,0,0,0,0,0.001730104,0.01980198,0,0.136363637,0.020408164,0.006787331,0,0.004690432,0,0
mixpanel,0,0,0.033426184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_applications,0.048275862,0,0.075208914,0.362068966,0.044534413,0.006097561,0,0.181818182,0.018181818,0.041322314,0.04036635,0.026888604,0.004608295,0.021276596,0.005128205,0.130434783,0,0.066666667,0.112676056,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_apps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126760563,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_apps_prototypes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_banking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112676056,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_banking_industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_digital_banking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_digital_banking_software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_solutions_financial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_solutions_financial_institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_users,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile_users_innovative_solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
mobility,0,0,0,0,0.004048583,0.007621951,0.000958773,0,0,0,0.000678426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobiscroll,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod-rewrite,0,0,0,0,0,0,0,0,0,0,0,0.005889885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod-security,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modeling,0,0.011494253,0.027855153,0.103448276,0.016194332,0,0.001917546,0,0,0,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0.001730104,0.008910891,0.1125,0.072727273,0,0,0.013333333,0.002501563,0,0.002803738
modernization,0.006896552,0,0,0.793103448,0,0,0,0,0,0.024793388,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modernization_strategy,0,0,0,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modernizr,0,0,0,0,0,0,0,0,0,0,0.00339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
module,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mondrian,0,0,0.030640669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mongodb,0.03908046,0,0.097493036,0,0.182186235,0,0,0,0,0,0.002374491,0.012548015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monodroid,0,0,0,0,0,0,0,0,0,0,0.003052917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monotouch,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moss,0,0,0,0,0,0.039634146,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosync,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motion-detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motivated,0.006896552,0,0.005571031,0.034482759,0,0,0.002876318,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motivated_independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ms-access,0,0,0,0,0,0,0,0,0,0,0,0.01049936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msbuild,0,0,0,0,0,0.009146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msmq,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0.003460208,0,0,0,0,0,0,0.001250782,0,0.018691589
mule,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi-tenant,0,0,0,0,0,0,0,0,0,0,0,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiple_projects_simultaneously,0.004597701,0.002873563,0,0,0,0,0.000958773,0,0,0.016528926,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multithreading,0.013793103,0,0,0,0,0,0,0,0,0,0,0.006402049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_task,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0.028169014,0,0.015873016,0.043478261,0,0,0,0,0,0,0,0,0,0
mvc,0,0,0,0,0,0.009146341,0,0,0,0,0.008141113,0.015108835,0,0,0,0,0,0,0,0,0,0,0.001730104,0.014851485,0,0,0,0,0.044444444,0.001250782,0,0.112149533
mvvm,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mxml,0,0,0,0,0,0,0,0,0,0,0.004070556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mysql,0.124137931,0,0.181058496,0,0.198380567,0.019817073,0.019175455,0.4,0.127272727,0,0.018995929,0.204865557,0,0.106382979,0,0.043478261,0,0,0,0,0,0,0.01384083,0.014851485,0.0625,0.181818182,0.020408163,0,0.066666667,0.005003127,0.102040816,0.028037383
mysql-real-escape-string,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nagios,0,0,0,0,0,0,0,0.290909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
named-pipes,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
national_information_infrastructure,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
national_security,0,0,0,0.017241379,0,0.004573171,0,0,0,0,0.001017639,0.000256082,0,0,0,0,0,0,0,0,0,0,0.006920415,0.103960396,0.125,0.272727273,0.020408163,0.968325792,0,0.002501563,0,0
navigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0.09375,0.090909091,0,0,0.022222222,0.001876173,0,0.004672897
neo4j,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net.tcp,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netbeans,0,0,0,0,0,0.009146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netty,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
network-programming,0,0,0,0,0,0,0,0,0,0,0.003052917,0.007682458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
network-protocols,0,0,0,0,0,0,0,0,0,0,0.002035278,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
networking,0.050574713,0.002873563,0.002785515,0.034482759,0.004048583,0.013719512,0,0.563636364,0,0.008264463,0.023405699,0.040973111,0.184331797,0.042553191,0,0.086956522,0,0.066666667,0,0,0.015873016,0.086956522,0.012110727,0.037128713,0.046875,0,0.020408164,0.015837104,0,0.005941213,0,0
network_engineering,0.002298851,0,0,0.017241379,0,0.00152439,0,0,0,0.008264463,0,0.000256082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
network_security,0,0,0,0,0,0.00152439,0,0,0,0,0,0.00128041,0.00921659,0,0,0,0,0,0,0,0,0,0.006055364,0.002475248,0,0.227272728,0.204081633,0.006787331,0,0.003752346,0,0.002336449
nfc,0,0,0,0,0,0,0,0,0,0,0.005766621,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nginx,0.011494253,0,0,0,0,0,0,0,0,0,0.001696065,0.008194622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhibernate,0,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node.js,0.045977011,0,0.030640669,0,0,0.009146341,0,0,0,0,0.006445047,0.02893726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonce,0,0,0,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nosql,0.034482759,0,0.044568245,0,0.267206478,0,0,0,0,0,0.002035278,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
